sale_id,buyer_id,sold_at,item_id,item,item_group,unit_price,units,coupon_rate,store,payment,record_status
SALE000502,B0057,2026/08/03,UL04,수납 바구니,LIFESTYLE,18000,1,0.0,Store C,Card,verified
SALE000503,B0019,2026/08/07,UF01,드립백 커피,FOOD,18000,2,0.05,Store B,Bank Transfer,verified
SALE000504,B0051,2026/08/10,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store A,Other,verified
SALE000505,B0080,2026/08/09,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000506,B0143,2026/08/08,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,KakaoPay,verified
SALE000507,B0030,2026/08/02,UF05,쿠키 박스,FOOD,22000,2,0.05,Store A,Card,verified
SALE000508,B0097,2026/08/07,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000509,B0168,2026/08/01,UF01,드립백 커피,FOOD,18000,2,0.05,Store A,Card,verified
SALE000510,B0075,2026/08/05,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store A,Card,verified
SALE000511,B0022,2026/08/08,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store B,Card,verified
SALE000512,B0094,2026/08/04,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store C,Card,verified
SALE000513,B0040,2026/08/07,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store C,Card,verified
SALE000514,B0009,2026/08/01,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store C,KakaoPay,verified
SALE000515,B0045,2026/08/06,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Other,verified
SALE000516,B0066,2026/08/05,UT05,노이즈캔슬링 이어폰,TECH,139000,1,0.0,Store C,KakaoPay,verified
SALE000517,B0125,2026/08/06,UA05,데일리 스니커즈,FASHION,119000,1,0.2,Store A,Card,verified
SALE000518,B0098,2026/08/08,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store B,Card,verified
SALE000519,B0173,2026/08/07,UA05,데일리 스니커즈,FASHION,119000,4,0.05,Store B,Card,verified
SALE000520,B0144,2026/08/05,UF01,드립백 커피,FOOD,18000,1,0.2,Store A,KakaoPay,verified
SALE000521,B0026,2026/08/07,UF05,쿠키 박스,FOOD,22000,1,0.1,Store C,Other,verified
SALE000522,B0008,2026/08/03,UL03,우드 디퓨저,Lifestyle,32000,1,0.0,Store A,KakaoPay,verified
SALE000523,B0109,2026/08/10,UL02,보온 텀블러,LIFESTYLE,24000,4,,Store C,Card,verified
SALE000524,B0024,2026/08/03,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store A,Card,verified
SALE000525,B0075,2026/08/04,US05,파일 홀더,STATIONERY,9000,1,0.05,Store A,Card,verified
SALE000526,B0124,2026/08/03,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store C,Card,verified
SALE000527,B0116,2026/08/07,UF04,허브티 세트,FOOD,10000,5,0.0,Store C,Other,verified
SALE000528,B0170,2026/08/07,UL01,무드등,LIFESTYLE,39000,3,0.0,Store B,Card,verified
SALE000529,B0042,2026/08/02,UT01,무선 키보드,TECH,59000,1,0.0,Store C,Card,verified
SALE000530,B0093,2026/08/05,UF01,드립백 커피,FOOD,18000,2,0.05,Store B,Bank Transfer,verified
SALE000531,B0060,2026/08/05,UL02,보온 텀블러,LIFESTYLE,24000,4,,Store C,Card,verified
SALE000532,B0007,2026/08/03,UA02,후드 집업,FASHION,69000,1,0.15,Store A,Bank Transfer,verified
SALE000533,B0039,2026/08/05,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,KakaoPay,verified
SALE000534,B0055,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,Card,verified
SALE000535,B0158,2026/08/02,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,KakaoPay,verified
SALE000536,B0133,2026/08/04,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,Other,verified
SALE000537,B0166,2026/08/06,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store C,Other,verified
SALE000538,B0135,2026/08/01,UF01,드립백 커피,FOOD,18000,3,0.1,Store A,KakaoPay,verified
SALE000539,B0096,2026/08/01,UL01,무드등,LIFESTYLE,39000,3,0.0,Store C,KakaoPay,verified
SALE000540,B0049,2026/08/09,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store A,Other,verified
SALE000541,B0138,2026/08/07,UL02,보온 텀블러,LIFESTYLE,24000,4,,Store B,Card,verified
SALE000542,B0051,2026/08/06,UT01,무선 키보드,TECH,59000,1,0.0,Store C,Bank Transfer,verified
SALE000543,B0155,2026/08/06,UL02,보온 텀블러,LIFESTYLE,24000,4,,Store B,Card,verified
SALE000544,B0133,2026/08/06,UA03,캔버스 에코백,FASHION,28000,2,0.0,Store C,Bank Transfer,verified
SALE000545,B0041,2026/08/03,UA04,볼캡,fashion,26000,2,0.1,Store C,Card,verified
SALE000546,B0123,2026/08/06,UF03,견과 믹스,food,15000,3,,Store C,KakaoPay,verified
SALE000547,B0143,2026/08/02,UF05,쿠키 박스,FOOD,22000,3,0.05,Store A,KakaoPay,verified
SALE000548,B0172,2026/08/05,US02,젤펜 세트,stationery,7000,2,0.0,Store C,Card,verified
SALE000549,B0030,2026/08/03,US02,젤펜 세트,STATIONERY,7000,2,0.0,Store B,Card,verified
SALE000550,B0133,2026/08/06,UL01,무드등,LIFESTYLE,39000,3,0.0,Store C,KakaoPay,verified
SALE000551,B0011,2026/08/05,US05,파일 홀더,STATIONERY,9000,5,0.1,Store C,Other,verified
SALE000552,B0156,2026/08/09,UA01,코튼 티셔츠,FASHION,32000,1,0.15,Store A,Card,verified
SALE000553,B0003,2026/08/08,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store A,KakaoPay,verified
SALE000554,B0016,2026/08/09,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store B,Card,verified
SALE000555,B0118,2026/08/02,UT02,버티컬 마우스,TECH,49000,1,0.0,Store C,Card,verified
SALE000556,B0128,2026/08/09,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,KakaoPay,verified
SALE000557,B0121,2026/08/09,UF04,허브티 세트,FOOD,10000,1,0.0,Store A,Card,verified
SALE000558,B0113,2026/08/03,UF04,허브티 세트,FOOD,10000,5,0.0,Store A,Card,verified
SALE000559,B0025,2026/08/04,UF03,견과 믹스,FOOD,15000,1,0.0,Store B,KakaoPay,verified
SALE000560,B0114,2026/08/04,UT01,무선 키보드,TECH,59000,1,0.0,Store A,Bank Transfer,verified
SALE000561,B0067,2026/08/04,UL02,보온 텀블러,LIFESTYLE,24000,1,0.0,Store C,Card,verified
SALE000562,B0067,2026/08/10,US01,하드커버 노트,STATIONERY,8000,2,0.0,Store A,KakaoPay,verified
SALE000563,B0031,2026/08/07,UF05,쿠키 박스,FOOD,22000,4,0.0,Store C,Bank Transfer,verified
SALE000564,B0036,2026/08/10,UF03,견과 믹스,FOOD,15000,1,0.0,Store A,Card,verified
SALE000565,B0002,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store B,Card,verified
SALE000566,B0079,2026/08/02,UT04,USB-C 허브,TECH,55000,1,0.1,Store A,Card,verified
SALE000567,B0017,2026/08/02,UL01,무드등,LIFESTYLE,39000,3,0.0,Store C,Card,verified
SALE000568,B0060,2026/08/05,UT02,버티컬 마우스,TECH,49000,1,0.0,Store C,KakaoPay,verified
SALE000569,B0054,2026/08/10,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store A,Card,verified
SALE000570,B0058,2026/08/10,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,KakaoPay,verified
SALE000571,B0049,2026/08/07,US03,위클리 플래너,STATIONERY,15000,3,0.0,Store B,Bank Transfer,verified
SALE000572,B0160,2026/08/09,US03,위클리 플래너,STATIONERY,15000,1,0.0,Store A,Bank Transfer,verified
SALE000573,B0160,2026/08/01,UF01,드립백 커피,FOOD,18000,2,0.05,Store B,Bank Transfer,verified
SALE000574,B0082,2026/08/05,UA04,볼캡,FASHION,26000,2,0.1,Store A,Bank Transfer,verified
SALE000575,B0113,2026/08/02,UL03,우드 디퓨저,LIFESTYLE,32000,1,0.0,Store C,Card,verified
SALE000576,B0103,2026/08/01,UA03,캔버스 에코백,FASHION,28000,1,0.05,Store B,Other,verified
SALE000577,B0102,2026/08/03,UA02,후드 집업,FASHION,69000,1,0.15,Store B,Card,verified
SALE000578,B0093,2026/08/09,US04,마스킹 테이프,STATIONERY,6000,3,0.05,Store B,Bank Transfer,verified
SALE000579,B0107,2026/08/08,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store A,Card,verified
SALE000580,B0076,2026/08/08,UF01,드립백 커피,FOOD,18000,3,0.1,Store A,Card,verified
SALE000581,B0165,2026/08/06,UT01,무선 키보드,TECH,59000,1,0.0,Store C,Card,verified
SALE000582,B0019,2026/08/01,UF05,쿠키 박스,FOOD,22000,3,0.05,Store B,Card,verified
SALE000583,B0065,2026/08/10,UL04,수납 바구니,LIFESTYLE,18000,2,0.0,Store C,KakaoPay,verified
SALE000584,B0151,2026/08/09,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store B,Card,verified
SALE000585,B0111,2026/08/08,UF01,드립백 커피,FOOD,18000,3,0.1,Store A,Card,verified
SALE000586,B0093,2026/08/02,UA05,데일리 스니커즈,Fashion,119000,1,0.2,Store A,Card,verified
SALE000587,B0106,2026/08/08,UA02,후드 집업,FASHION,69000,1,0.15,Store C,Other,verified
SALE000588,B0129,2026/08/03,UF02,그래놀라 팩,FOOD,12000,1,0.0,Store B,Card,verified
SALE000589,B0012,2026/08/06,UT02,버티컬 마우스,tech,49000,1,0.0,Store C,KakaoPay,verified
SALE000590,B0079,2026/08/04,UF04,허브티 세트,Food,10000,1,0.0,Store C,Bank Transfer,verified
SALE000591,B0033,2026/08/06,UT04,USB-C 허브,TECH,55000,1,0.1,Store A,Card,verified
SALE000592,B0138,2026/08/08,US04,마스킹 테이프,STATIONERY,6000,1,0.1,Store A,Bank Transfer,verified
SALE000593,B0001,2026/08/09,UF03,견과 믹스,FOOD,15000,1,0.0,Store C,Card,verified
SALE000594,B0053,2026/08/06,UF01,드립백 커피,FOOD,18000,3,0.1,Store B,Card,verified
SALE000595,B0040,2026/08/07,UF01,드립백 커피,food,18000,1,0.05,Store A,Card,verified
SALE000596,B0021,2026/08/09,UL01,무드등,LIFESTYLE,39000,3,0.0,Store A,Card,verified
SALE000111,B0132,2026/08/06,UF04,허브티 세트,FOOD,10000,2,0.0,Store A,Other,ingestion_error
SALE000248,B0159,2026/08/04,US01,하드커버 노트,STATIONERY,8000,3,0.0,Store B,Card,ingestion_error
SALE000390,B0023,2026/08/08,UF03,견과 믹스,FOOD,15000,2,0.0,Store A,Bank Transfer,ingestion_error
SALE000522,B0008,2026/08/03,UL03,우드 디퓨저,Lifestyle,32000,2,0.0,Store A,KakaoPay,ingestion_error
